transcriptid	prot	description	chrom	strand	cdsStart	cdsEnd	exonStarts	exonEnds
refGene.NM_052885.1	SLC2A13	solute carrier family 2 (facilitated glucose	chr12	-	38440094	38785820	38435091,38444528,38444805,38510171,38544830,38551866,38631325,38708369,38728119,38785321,	38440321,38444681,38444927,38510297,38544951,38552030,38631434,38708578,38728279,38785928,
refGene.NM_052891.1	PGLYRP3	peptidoglycan recognition protein-I-alpha	chr1	-	151537055	151549765	151536961,151538212,151541508,151542956,151544046,151546165,151549710,	151537234,151538331,151541707,151543109,151544165,151546367,151549818,
refGene.NM_052897.1.inc	MBD6	methyl-CpG binding domain protein 6	chr12	+	56205086	56208502	56202925,56204078,56204329,56204769,56205002,56205397,56206615,56207556,56207897,56208196,56208715,56208995,56209209,	56203061,56204142,56204466,56204872,56205165,56206438,56207277,56207710,56208067,56208610,56208768,56209059,56210198,
refGene.NM_052898.1.inc	XKR4	X Kell blood group precursor-related family,	chr8	+	56177797	56599145	56177570,56432791,56598393,	56178408,56432991,56601262,
refGene.NM_052903.1	TUBGCP5	tubulin, gamma complex associated protein 5	chr15	+	20384965	20424689	20384942,20387356,20387503,20391684,20392479,20393488,20397202,20398303,20399678,20400315,20402347,20405174,20406467,20413177,20414375,20415627,20418156,20418336,20418898,20420281,20421355,20423839,20424642,	20385111,20387410,20387612,20391781,20392559,20393624,20397317,20398393,20399772,20400562,20402550,20405290,20406736,20413376,20414564,20415810,20418241,20418457,20419077,20420407,20421444,20423940,20425332,
refGene.NM_052904.1	KLHL32	KIAA1900	chr6	+	97521657	97693879	97479325,97521592,97530593,97596088,97619224,97639722,97668379,97682000,97685353,97687249,97693717,	97479623,97521680,97530774,97596196,97619323,97639938,97669106,97682059,97685546,97687344,97694980,
refGene.NM_052906.1.inc	LRRC62	leucine rich repeat containing 62	chr22	-	36099303	36101274	36093946,	36101525,
refGene.NM_052907.1.inc	TMEM132B	transmembrane protein 132B	chr12	+	124400219	124704888	124377114,124399950,124466029,124569937,124634349,124694574,124701181,124702939,124704063,	124377174,124400842,124466176,124570124,124634493,124694780,124701452,124703131,124709542,
refGene.NM_052910.1	SLITRK1	slit and trk like 1 protein	chr13	-	83351552	83353643	83349344,	83354529,
refGene.NM_052911.1	ESCO1	establishment of cohesion 1 homolog 1	chr18	-	17364301	17408802	17363259,17366431,17370000,17373878,17394817,17398161,17400104,17401938,17407272,17409630,17418268,17434581,	17364449,17366619,17370144,17373968,17394949,17398276,17400165,17402053,17409389,17409736,17418399,17434691,
refGene.NM_052913.1	KIAA1913	KIAA1913	chr6	+	130803260	130804736	130799954,130803244,	130802316,130805901,
refGene.NM_052917.1	GALNT13	UDP-N-acetyl-alpha-D-galactosamine:polypeptide	chr2	+	154509256	155015309	154509256,154705095,154806788,154807456,154810570,154823779,154866167,154960748,154973741,155003349,155015168,	154509398,154705264,154806955,154807664,154810741,154823897,154866348,154960888,154973840,155003484,155018734,
refGene.NM_052924.1.inc	RHPN1	rhophilin 1	chr8	+	144529862	144535763	144522399,144528865,144529837,144530692,144531581,144532008,144532224,144532627,144533141,144533374,144533901,144534580,144534884,144535119,144535748,	144522592,144528981,144529966,144530768,144531659,144532133,144532391,144532821,144533298,144533488,144534096,144534657,144535031,144535281,144537532,
refGene.NM_052925.1	LENG8	leukocyte receptor cluster (LRC) member 8	chr19	+	59654333	59663920	59652211,59654278,59655081,59655641,59656536,59657420,59657941,59658354,59658957,59659315,59659626,59660737,59660924,59661093,59661304,59663757,	59652300,59654371,59655256,59655743,59656647,59657673,59658083,59658558,59659236,59659456,59659912,59660839,59660993,59661223,59661512,59665008,
refGene.NM_052928.1.inc	SMYD4	SET and MYND domain containing 4	chr17	-	1633164	1662053	1629595,1633078,1633403,1634369,1636853,1637465,1649900,1654669,1662014,1677904,1679769,	1631483,1633202,1633520,1634505,1637017,1637648,1651068,1654759,1662159,1678050,1679839,
refGene.NM_052931.1.inc	SLAMF6	activating NK receptor precursor	chr1	-	158723568	158732757	158721443,158723517,158725501,158726611,158726988,158727538,158732474,158759557,	158723168,158723589,158725581,158726650,158727099,158727802,158732807,158759666,
refGene.NM_052932.1.inc	TMEM123	pro-oncosis receptor inducing membrane injury	chr11	-	101777514	101828504	101772267,101777479,101777856,101824752,101828464,	101774832,101777633,101778147,101824809,101828985,
refGene.NM_052933.1	TSGA13	testis specific, 13	chr7	-	130004393	130020588	130004027,130007040,130008113,130014532,130016323,130018971,130020565,130021639,	130004563,130007168,130008256,130014745,130016395,130019050,130020738,130021946,
refGene.NM_052934.1	SLC26A9	solute carrier family 26, member 9 isoform a	chr1	-	204151107	204171571	204148801,204153033,204154590,204155926,204157316,204158832,204159085,204159294,204160133,204162285,204162961,204163242,204163652,204164577,204164954,204165642,204167610,204168452,204168695,204171446,204179115,	204151155,204153105,204154736,204155981,204157598,204158946,204159178,204159364,204160240,204162381,204163039,204163356,204163800,204164660,204165107,204165807,204167786,204168563,204168835,204171589,204179211,
refGene.NM_052936.1	ATG4A	autophagy-related cysteine endopeptidase 2	chrX	+	107221712	107283598	107221589,107255962,107258666,107261145,107263942,107264224,107266976,107267689,107267998,107280037,107281687,107282864,107283527,	107221722,107256073,107258738,107261244,107264044,107264297,107267056,107267877,107268077,107280183,107281744,107282973,107284551,
refGene.NM_052937.1.inc	PCMTD1	protein-L-isoaspartate (D-aspartate)	chr8	-	52895568	52936159	52892701,52894718,52906556,52908630,52920773,52935957,	52894707,52895831,52906680,52908802,52920876,52936350,
refGene.NM_052938.1	FCRL1	Fc receptor-like 1	chr1	-	156032512	156056451	156031277,156033514,156034281,156034574,156036471,156037874,156038328,156038790,156040258,156043515,156056420,	156032584,156033546,156034353,156034657,156036499,156037991,156038607,156039078,156040525,156043536,156056515,
refGene.NM_052940.1	LRRC42	leucine rich repeat containing 42	chr1	+	54190260	54206200	54184624,54190246,54196409,54198616,54200294,54200556,54204556,54205925,	54184810,54190733,54196541,54198735,54200383,54200670,54204641,54206427,
refGene.NM_052941.1.inc	GBP4	guanylate binding protein 4	chr1	-	89423716	89435423	89420045,89424603,89425270,89426852,89428308,89429531,89431174,89431573,89433567,89435380,89437065,	89423740,89424797,89425373,89427065,89428589,89429777,89431371,89431683,89433695,89435575,89437150,
refGene.NM_052942.1.inc	GBP5	guanylate-binding protein 5	chr1	-	89500550	89507652	89498852,89500490,89500953,89502006,89502956,89504616,89505227,89505687,89506999,89507636,89509025,89510722,	89499088,89500672,89501056,89502219,89503237,89504859,89505424,89505797,89507127,89507845,89509133,89511119,
refGene.NM_052943.1	FAM46B	hypothetical protein LOC115572	chr1	-	27205021	27211745	27204099,27211484,	27206035,27211914,
refGene.NM_052947.1	HAK	heart alpha-kinase	chr18	-	54300034	54398276	54299463,54316260,54322142,54333204,54335119,54342017,54342146,54347302,54353045,54397025,	54300251,54316309,54322360,54333293,54335394,54342053,54342274,54347450,54356436,54398381,
refGene.NM_052950.1.inc	WDFY2	WD repeat and FYVE domain containing 2	chr13	+	51056944	51230347	51056484,51132732,51147306,51175732,51191334,51199814,51211185,51223446,51227494,51228468,51230328,51231876,	51056961,51132800,51147380,51175787,51191485,51199927,51211312,51223552,51227596,51228599,51230437,51234171,
refGene.NM_052951.1	DNTTIP1	terminal deoxynucleotidyltransferase interacting	chr20	+	43854050	43873241	43853982,43854722,43855966,43857390,43863119,43863447,43864044,43865378,43867191,43867351,43871159,43872930,43873102,	43854155,43854793,43856063,43857489,43863188,43863504,43864103,43865424,43867250,43867412,43871231,43872986,43873471,
refGene.NM_052953.1	LRRC3B	leucine rich repeat containing 3B	chr3	+	26726167	26726947	26639303,26726007,	26639732,26727267,
refGene.NM_052955.1.inc	TGM7	transglutaminase 7	chr15	-	41356404	41372424	41355770,41356351,41358606,41359114,41361333,41362006,41364303,41366769,41367030,41371468,41372198,41372938,41381730,	41356104,41356485,41358767,41359441,41361576,41362110,41364442,41366947,41367159,41371587,41372444,41373121,41381745,
refGene.NM_052958.1	C8orf34	hypothetical protein LOC116328	chr8	+	69514293	69893035	69512701,69521117,69543480,69562811,69596587,69607771,69715164,69783782,69796149,69851187,69862231,69890674,69893027,	69514435,69521249,69543609,69562840,69596760,69607938,69715300,69783868,69796226,69851238,69862325,69890734,69893810,
refGene.NM_052959.1	PANX3	pannexin 3	chr11	+	123986662	123995041	123986662,123988085,123992379,123994401,	123986843,123988228,123992594,123995459,
refGene.NM_052960.1	RBP7	retinol binding protein 7, cellular	chr1	+	9979903	9998477	9979860,9990214,9990817,9998426,	9979976,9990393,9990919,9998664,
refGene.NM_052961.1.inc	SLC26A8	solute carrier family 26, member 8 isoform a	chr6	-	36019945	36088024	36019272,36026917,36027199,36030906,36035214,36035468,36036597,36036747,36038280,36044631,36051129,36052958,36057875,36067413,36068264,36073492,36075746,36087987,36095274,36100258,	36020095,36027102,36027254,36031275,36035346,36035561,36036667,36036854,36038376,36044709,36051243,36053106,36057958,36067563,36068429,36073674,36075863,36088127,36095464,36100355,
refGene.NM_052963.1.inc	TOP1MT	mitochondrial topoisomerase I	chr8	-	144463689	144484826	144462904,144463612,144469271,144469543,144471267,144471562,144474745,144477543,144478029,144478890,144479766,144482894,144484768,144488284,	144463088,144463762,144469366,144469671,144471382,144471631,144474931,144477687,144478174,144479078,144479889,144483016,144484884,144488425,
refGene.NM_052964.1	MIST	mast cell immunoreceptor signal transducer	chr4	-	10101188	10278591	10100936,10111977,10118680,10124185,10131512,10136562,10138797,10142977,10151215,10152743,10152976,10169128,10175392,10176730,10182462,10195648,10208699,10278580,10295389,	10101335,10112133,10118758,10124319,10131553,10136644,10138816,10143005,10151326,10152763,10153002,10169174,10175499,10176872,10182500,10195677,10208771,10278633,10295587,
refGene.NM_052965.1	C1orf19	hypothetical protein LOC116461	chr1	+	182287512	182308604	182287468,182290110,182290484,182307913,182308583,	182287647,182290192,182290620,182308055,182309964,
refGene.NM_052968.1.inc	APOA5	apolipoprotein AV	chr11	-	116166161	116167564	116165296,116167511,116167737,	116166993,116167623,116167794,
refGene.NM_052969.1	RPL39L	ribosomal protein L39-like protein	chr3	-	188321626	188321782	188321434,188328480,188339694,	188321810,188328544,188339957,
refGene.NM_052970.1	HSPA12B	heat shock 70kD protein 12B	chr20	+	3667321	3680813	3661355,3667304,3669461,3670930,3673548,3674139,3674561,3676863,3677878,3678396,3678615,3679450,3680157,	3661441,3667364,3669559,3671055,3673735,3674244,3674678,3677038,3677965,3678501,3678874,3679554,3681756,
refGene.NM_052971.1	LEAP2	liver-expressed antimicrobial peptide 2	chr5	+	132237285	132238037	132237256,132237540,132238000,	132237342,132237680,132238480,
refGene.NM_052972.1.inc	LRG1	leucine-rich alpha-2-glycoprotein 1	chr19	-	4489053	4489893	4488227,4490993,	4489963,4491036,
refGene.NM_052989.1.inc	IFT122	WD repeat domain 10 isoform 2	chr3	+	130665115	130719090	130641657,130651403,130653446,130660131,130662760,130665092,130666167,130668422,130670874,130677847,130678195,130679548,130681317,130683062,130685017,130689789,130693673,130696978,130701434,130704243,130705851,130707941,130709200,130713844,130715921,130717020,130719001,130720639,130721100,130721708,	130641904,130651470,130653531,130660210,130662837,130665159,130666314,130668599,130670950,130678039,130678334,130679751,130681455,130683227,130685215,130689930,130693727,130697140,130701601,130704415,130705954,130708082,130709295,130713945,130716087,130717132,130719127,130720719,130721265,130721880,
refGene.NM_053002.1.inc	MED12L	mediator of RNA polymerase II transcription,	chr3	+	152356723	152609801	152287365,152316814,152323259,152328301,152356637,152359165,152360308,152364369,152365896,152366322,152385806,152388830,152391193,152393966,152550536,152555598,152556373,152557690,152560951,152565456,152566327,152568123,152568627,152569913,152573044,152576503,152577277,152577468,152578489,152580590,152583133,152584256,152584560,152585507,152588287,152590456,152595133,152609720,152611755,152613616,152616789,152630776,152633229,	152287502,152316919,152323451,152328461,152356807,152359276,152360578,152364519,152365996,152366459,152385938,152388957,152391408,152394143,152550684,152555717,152556517,152557854,152561083,152565684,152566469,152568244,152568729,152570027,152573244,152576692,152577352,152577656,152578651,152580702,152583223,152584366,152584696,152585669,152588650,152590613,152595345,152609810,152611985,152613773,152616900,152630858,152634499,
refGene.NM_053004.1.inc	GNB1L	guanine nucleotide binding protein	chr22	-	18156327	18188782	18155933,18169523,18174181,18179807,18188120,18188750,18221965,18222342,	18156483,18169739,18174280,18179970,18188246,18188898,18222062,18222462,
refGene.NM_053005.1.inc	HCCA2	HCCA2 protein	chr11	-	1448046	1458639	1447268,1449100,1458198,1458530,1520197,1742050,	1448294,1449225,1458292,1458691,1520208,1742077,
refGene.NM_053006.1	TSSK2	spermiogenesis associated serine/threonine	chr22	+	17498912	17499989	17498789,	17500136,
refGene.NM_053013.1	ENO3	enolase 3	chr17	+	4795869	4801066	4795158,4795867,4796835,4797091,4797312,4797752,4799115,4799447,4799960,4800591,4800849,4800996,	4795222,4795954,4796931,4797150,4797382,4797886,4799338,4799645,4800162,4800700,4800908,4801146,
refGene.NM_053032.1	MYLK	kinase related protein, telokin isoform 8	chr3	-	124815641	124821831	124813834,124820175,124821743,	124815886,124820307,124822220,
refGene.NM_053034.1	ANTXR1	tumor endothelial marker 8 isoform 2 precursor	chr2	+	69094135	69253020	69093992,69120679,69125377,69151282,69152389,69153657,69156225,69158043,69171494,69183477,69203652,69205200,69232804,69250883,69253002,	69094287,69120751,69125449,69151364,69152423,69153737,69156294,69158124,69171555,69183576,69203722,69205279,69232900,69250925,69253191,
refGene.NM_053036.1	NPFFR2	G protein-coupled receptor 74 isoform 2	chr4	+	73213172	73232393	73123954,73213165,73222620,73231558,	73123994,73213500,73222720,73232643,
refGene.NM_053041.1	COMMD7	COMM domain containing 7	chr20	-	30754844	30794858	30754165,30755485,30755902,30756276,30758045,30758166,30779360,30779556,30794774,	30754921,30755534,30755952,30756367,30758083,30758223,30779463,30779610,30795036,
refGene.NM_053042.1	KIAA1729	hypothetical protein LOC85460	chr4	-	10053825	10057050	10050601,10065526,10068038,	10057261,10065710,10068130,
refGene.NM_053043.1	PRR8	proline rich 8	chr7	+	155225100	155231066	155158334,155164062,155166044,155186227,155192314,155192748,155196657,155203839,155222984,155223514,155227273,155230415,	155158370,155164139,155166363,155186399,155192523,155192835,155196910,155203898,155223117,155225481,155227561,155231173,
refGene.NM_053044.1.inc	HTRA3	HtrA serine peptidase 3	chr4	+	8322730	8358628	8322391,8335063,8339187,8343996,8344947,8346713,8355089,8356810,8358597,	8322980,8335163,8339410,8344191,8344980,8346828,8355138,8356906,8359730,
refGene.NM_053045.1	MGC14327	hypothetical protein MGC14327	chr9	-	139219276	139219687	139218357,	139219911,
refGene.NM_053046.1	EGLN2	EGL nine (C.elegans) homolog 2 isoform 1	chr19	+	45998317	46005609	45998020,46004299,46004882,46005228,46005553,	45999160,46004419,46005019,46005296,46006176,
refGene.NM_053049.1	UCN3	urocortin 3 preproprotein	chr10	+	5405683	5406169	5396975,5405677,	5397193,5406169,
refGene.NM_053050.1	MRPL53	mitochondrial ribosomal protein L53	chr2	-	74552753	74553295	74552618,74552992,74553203,	74552887,74553105,74553435,
refGene.NM_053051.1	CNTROB	LYST-interacting protein LIP8 isoform alpha	chr17	+	7777122	7793553	7776261,7778180,7778507,7779031,7780408,7780743,7781206,7783555,7784138,7787433,7788165,7788518,7789770,7791613,7791958,7792199,7792529,7793127,7793427,	7777392,7778265,7778589,7779188,7780525,7780860,7781305,7783792,7784285,7787567,7788291,7788681,7790029,7791765,7792022,7792370,7792662,7793200,7793620,
